Tinh/TP,Quan/Huyen,PN,WC,area,floor,Tien_ich,price_
TP Hồ Chí Minh,Quận 9,3.0,2.0,120.0,3.0,4,5.8
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,65.0,3.0,3,11.8
TP Hồ Chí Minh,Bình Thạnh,5.0,5.0,65.0,2.0,0,7.3
Đà Nẵng,Ngũ Hành Sơn,10.0,10.0,100.0,5.0,1,13.5
TP Hồ Chí Minh,Bình Thạnh,5.0,,102.0,4.0,2,9.6
Hà Nội,Ba Đình,3.0,4.0,35.0,1.0,2,4.4
TP Hồ Chí Minh,Bình Thạnh,8.0,8.0,52.0,5.0,3,9.4
TP Hồ Chí Minh,Phú Nhuận,10.0,10.0,84.0,4.0,1,16.3
TP Hồ Chí Minh,Bình Thạnh,7.0,7.0,72.0,5.0,2,12.0
Bắc Ninh,Từ Sơn,5.0,5.0,135.0,3.0,1,9.4
TP Hồ Chí Minh,Quận 11,8.0,8.0,76.0,1.0,2,17.5
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,60.0,1.0,2,5.4
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,120.0,2.0,1,10.6
TP Hồ Chí Minh,Gò Vấp,2.0,1.0,100.0,6.0,0,9.1
TP Hồ Chí Minh,Quận 9,4.0,0.0,64.0,3.0,3,8.0
TP Hồ Chí Minh,Tân Phú,2.0,,41.0,2.0,0,3.3
TP Hồ Chí Minh,Tân Phú,,,68.0,1.0,1,2.7
TP Hồ Chí Minh,Bình Thạnh,4.0,2.0,50.0,6.0,1,8.8
TP Hồ Chí Minh,Phú Nhuận,2.0,2.0,45.0,2.0,2,5.9
TP Hồ Chí Minh,Bình Thạnh,9.0,9.0,75.0,6.0,0,10.1
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,70.0,1.0,1,4.9
TP Hồ Chí Minh,Quận 12,36.0,37.0,350.0,3.0,0,14.0
TP Hồ Chí Minh,Bình Thạnh,,,96.0,2.0,0,7.6
TP Hồ Chí Minh,Tân Phú,3.0,2.0,44.0,2.0,0,4.6
TP Hồ Chí Minh,Bình Thạnh,7.0,7.0,44.0,3.0,3,6.0
Hà Nội,Hoài Đức,4.0,3.0,47.0,4.0,2,3.0
TP Hồ Chí Minh,Phú Nhuận,4.0,4.0,80.0,4.0,2,7.8
TP Hồ Chí Minh,Phú Nhuận,3.0,3.0,44.0,3.0,1,6.3
TP Hồ Chí Minh,Tân Phú,4.0,5.0,65.0,4.0,3,9.5
TP Hồ Chí Minh,Bình Thạnh,1.0,1.0,75.0,1.0,0,9.1
TP Hồ Chí Minh,Tân Bình,3.0,1.0,85.0,1.0,1,7.8
TP Hồ Chí Minh,Tân Phú,2.0,2.0,113.0,2.0,0,8.3
TP Hồ Chí Minh,Gò Vấp,5.0,6.0,72.0,4.0,1,10.5
TP Hồ Chí Minh,Gò Vấp,5.0,4.0,56.0,2.0,1,6.4
TP Hồ Chí Minh,Tân Phú,4.0,4.0,52.0,3.0,1,6.7
TP Hồ Chí Minh,Bình Thạnh,4.0,4.0,64.0,4.0,3,11.8
TP Hồ Chí Minh,Phú Nhuận,5.0,4.0,70.0,1.0,1,18.0
TP Hồ Chí Minh,Gò Vấp,1.0,2.0,26.0,2.0,1,3.5
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,85.0,2.0,0,7.1
TP Hồ Chí Minh,Tân Bình,3.0,2.0,47.0,2.0,2,4.1
TP Hồ Chí Minh,Tân Bình,2.0,2.0,38.0,2.0,1,2.0
TP Hồ Chí Minh,Tân Bình,4.0,,30.0,4.0,2,6.5
TP Hồ Chí Minh,Tân Bình,2.0,1.0,27.0,1.0,0,2.3
TP Hồ Chí Minh,Gò Vấp,4.0,5.0,75.0,3.0,0,7.8
TP Hồ Chí Minh,Gò Vấp,4.0,4.0,77.0,3.0,4,6.6
TP Hồ Chí Minh,Quận 10,,,100.0,5.0,0,15.0
TP Hồ Chí Minh,Gò Vấp,,,60.0,1.0,2,4.4
TP Hồ Chí Minh,Quận 12,4.0,5.0,90.0,3.0,2,7.0
TP Hồ Chí Minh,Bình Thạnh,12.0,12.0,130.0,5.0,0,12.0
TP Hồ Chí Minh,Gò Vấp,4.0,5.0,70.0,1.0,0,8.3
TP Hồ Chí Minh,Quận 12,2.0,2.0,70.0,2.0,2,5.5
TP Hồ Chí Minh,Quận 12,2.0,2.0,100.0,1.0,0,4.8
TP Hồ Chí Minh,Phú Nhuận,3.0,4.0,83.0,4.0,1,10.8
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,78.0,2.0,3,7.7
TP Hồ Chí Minh,Gò Vấp,3.0,4.0,80.0,3.0,3,6.9
TP Hồ Chí Minh,Tân Bình,5.0,3.0,44.0,5.0,1,6.2
Hà Nội,Đống Đa,,,130.0,2.0,3,17.4
TP Hồ Chí Minh,Gò Vấp,4.0,5.0,50.0,4.0,2,7.7
TP Hồ Chí Minh,Quận 12,4.0,4.0,120.0,1.0,1,15.9
Bình Dương,Thuận An,,,532.0,1.0,1,8.0
TP Hồ Chí Minh,Tân Phú,2.0,3.0,41.0,1.0,4,4.1
Hà Nội,Đống Đa,3.0,,32.0,5.0,3,3.0
Bình Dương,Thuận An,,,190.0,2.0,0,5.5
TP Hồ Chí Minh,Gò Vấp,4.0,4.0,80.0,4.0,3,7.6
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,60.0,4.0,2,7.5
TP Hồ Chí Minh,Tân Bình,2.0,2.0,29.0,2.0,1,2.7
Hà Nội,Hai Bà Trưng,3.0,,57.0,5.0,3,7.0
TP Hồ Chí Minh,Bình Thạnh,3.0,,30.0,3.0,2,4.3
TP Hồ Chí Minh,Tân Bình,3.0,2.0,43.0,3.0,3,5.7
TP Hồ Chí Minh,Tân Bình,2.0,2.0,52.0,1.0,1,5.2
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,29.0,2.0,0,3.6
Hà Nội,Đống Đa,3.0,3.0,40.0,1.0,1,5.8
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,48.0,3.0,1,6.4
TP Hồ Chí Minh,Phú Nhuận,4.0,5.0,47.0,5.0,3,9.5
Hà Nội,Hoàng Mai,2.0,,52.0,2.0,3,4.4
Hà Nội,Hoàng Mai,2.0,,43.0,2.0,3,1.7
TP Hồ Chí Minh,Gò Vấp,5.0,4.0,96.0,4.0,2,11.1
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,85.0,3.0,4,5.7
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,21.0,3.0,1,3.0
TP Hồ Chí Minh,Tân Bình,3.0,2.0,52.0,2.0,3,5.7
Đà Nẵng,Ngũ Hành Sơn,,,82.5,1.0,1,4.5
TP Hồ Chí Minh,Gò Vấp,4.0,4.0,88.0,4.0,3,7.3
TP Hồ Chí Minh,Gò Vấp,5.0,4.0,64.0,4.0,2,6.7
TP Hồ Chí Minh,Tân Bình,2.0,2.0,57.0,1.0,3,5.3
TP Hồ Chí Minh,Bình Thạnh,2.0,,34.0,2.0,1,4.4
TP Hồ Chí Minh,Bình Thạnh,6.0,6.0,75.0,5.0,2,10.0
Hà Nội,Hoàng Mai,,,40.0,3.0,0,4.4
Đắk Lắk,Krông Pắc,3.0,,10196.0,1.0,1,1.0
TP Hồ Chí Minh,Tân Bình,3.0,2.0,50.0,3.0,4,5.3
TP Hồ Chí Minh,Quận 6,3.0,,61.0,2.0,2,4.6
TP Hồ Chí Minh,Quận 5,4.0,4.0,26.0,4.0,4,5.2
TP Hồ Chí Minh,Tân Bình,7.0,7.0,80.0,6.0,1,9.9
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,77.0,3.0,4,8.0
TP Hồ Chí Minh,Gò Vấp,6.0,,55.0,5.0,2,7.4
TP Hồ Chí Minh,Quận 12,2.0,2.0,74.0,1.0,3,3.5
TP Hồ Chí Minh,Tân Bình,3.0,3.0,34.0,1.0,2,4.7
Hà Nội,Hoàng Mai,5.0,,65.0,1.0,3,6.7
TP Hồ Chí Minh,Thủ Đức,4.0,4.0,52.0,3.0,4,7.3
Đà Nẵng,Hải Châu,,,95.0,3.0,1,5.0
TP Hồ Chí Minh,Bình Tân,4.0,,62.0,4.0,4,6.4
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,33.0,4.0,1,4.9
TP Hồ Chí Minh,Tân Bình,,,52.0,1.0,1,4.9
Đà Nẵng,Sơn Trà,2.0,,307.0,1.0,1,46.0
Đà Nẵng,Hải Châu,3.0,,324.0,1.0,1,26.9
TP Hồ Chí Minh,Thủ Đức,4.0,4.0,61.4,3.0,3,7.1
TP Hồ Chí Minh,Bình Thạnh,5.0,0.0,97.0,5.0,2,10.3
TP Hồ Chí Minh,Bình Thạnh,5.0,0.0,110.0,4.0,0,9.0
TP Hồ Chí Minh,Quận 9,3.0,3.0,56.0,3.0,3,3.9
TP Hồ Chí Minh,Thủ Đức,5.0,5.0,200.0,3.0,5,26.8
Thừa Thiên Huế,Phú Vang,3.0,3.0,102.0,2.0,3,3.3
Hà Nội,Đống Đa,,,64.0,2.0,4,8.3
Đồng Nai,Biên Hòa,3.0,2.0,66.0,2.0,2,2.5
TP Hồ Chí Minh,Gò Vấp,4.0,6.0,50.0,5.0,5,6.9
TP Hồ Chí Minh,Tân Bình,2.0,2.0,56.0,1.0,1,4.3
TP Hồ Chí Minh,Tân Phú,3.0,2.0,27.0,2.0,3,2.1
Đà Nẵng,Hải Châu,6.0,,95.0,4.0,1,9.0
Đà Nẵng,Hải Châu,,,120.0,3.0,1,8.9
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,18.0,3.0,3,4.3
Hà Nội,Hai Bà Trưng,,,30.0,4.0,2,3.0
Đà Nẵng,Cẩm Lệ,3.0,,100.0,1.0,3,3.5
TP Hồ Chí Minh,Bình Tân,3.0,3.0,52.0,3.0,5,5.1
TP Hồ Chí Minh,Bình Tân,,,44.0,3.0,5,3.5
TP Hồ Chí Minh,Quận 11,,,40.0,1.0,0,6.9
Hà Nội,Thanh Trì,,,50.0,1.0,2,6.5
TP Hồ Chí Minh,Quận 11,,,50.0,4.0,5,8.6
Hà Nội,Tây Hồ,2.0,,30.0,5.0,0,4.7
TP Hồ Chí Minh,Quận 10,2.0,2.0,78.0,2.0,2,5.4
TP Hồ Chí Minh,Bình Thạnh,,,144.0,1.0,2,12.8
TP Hồ Chí Minh,Bình Tân,,,80.0,1.0,3,5.5
TP Hồ Chí Minh,Bình Tân,4.0,4.0,88.0,4.0,5,7.0
TP Hồ Chí Minh,Bình Tân,4.0,5.0,64.0,4.0,4,6.9
TP Hồ Chí Minh,Bình Tân,,,112.0,2.0,3,8.8
TP Hồ Chí Minh,Bình Tân,,,798.0,2.0,3,98.0
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,36.0,3.0,1,5.4
TP Hồ Chí Minh,Quận 5,8.0,8.0,60.0,5.0,6,8.5
TP Hồ Chí Minh,Bình Thạnh,4.0,3.0,48.0,4.0,1,6.0
TP Hồ Chí Minh,Quận 9,4.0,4.0,64.0,4.0,1,7.5
Hải Phòng,Hồng Bàng,,,50.0,4.0,1,3.8
TP Hồ Chí Minh,Bình Thạnh,10.0,0.0,55.0,5.0,1,8.5
TP Hồ Chí Minh,Tân Phú,3.0,2.0,74.0,2.0,2,8.3
TP Hồ Chí Minh,Bình Tân,,,97.0,1.0,5,5.6
TP Hồ Chí Minh,Quận 2,6.0,5.0,222.0,3.0,4,35.0
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,36.0,4.0,3,4.6
Bắc Ninh,Từ Sơn,,,120.0,3.0,4,7.1
TP Hồ Chí Minh,Quận 1,2.0,2.0,70.0,2.0,0,7.9
Hà Nội,Hà Đông,,,36.0,1.0,2,4.5
TP Hồ Chí Minh,Tân Phú,,,108.0,1.0,2,5.7
Đà Nẵng,Cẩm Lệ,4.0,4.0,90.0,3.0,6,4.7
TP Hồ Chí Minh,Bình Tân,,,40.0,2.0,4,2.4
TP Hồ Chí Minh,Bình Tân,,,128.0,3.0,4,9.6
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,90.0,1.0,1,5.6
TP Hồ Chí Minh,Bình Tân,2.0,,38.0,2.0,4,3.1
TP Hồ Chí Minh,Tân Bình,4.0,3.0,135.0,3.0,2,26.5
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,54.0,2.0,3,4.1
TP Hồ Chí Minh,Tân Bình,3.0,3.0,53.0,2.0,4,6.2
Thừa Thiên Huế,Huế,4.0,4.0,55.0,1.0,0,4.5
TP Hồ Chí Minh,Bình Tân,3.0,,57.0,4.0,6,6.4
TP Hồ Chí Minh,Bình Tân,,,48.0,2.0,3,3.7
TP Hồ Chí Minh,Bình Tân,4.0,0.0,58.0,3.0,4,5.4
TP Hồ Chí Minh,Quận 7,4.0,,55.0,4.0,6,7.6
TP Hồ Chí Minh,Tân Bình,2.0,1.0,12.0,2.0,3,2.1
TP Hồ Chí Minh,Tân Bình,3.0,3.0,50.0,2.0,1,6.2
TP Hồ Chí Minh,Quận 7,,,70.0,4.0,5,9.8
TP Hồ Chí Minh,Hóc Môn,1.0,1.0,200.0,1.0,0,9.5
TP Hồ Chí Minh,Tân Phú,4.0,4.0,225.0,3.0,1,15.0
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,60.0,4.0,0,5.6
TP Hồ Chí Minh,Tân Bình,3.0,3.0,60.0,3.0,5,7.5
TP Hồ Chí Minh,Bình Thạnh,5.0,5.0,114.0,4.0,0,9.1
Hà Nội,Hoàng Mai,,,101.0,1.0,0,8.0
TP Hồ Chí Minh,Quận 12,1.0,1.0,100.0,1.0,1,4.1
Thừa Thiên Huế,Huế,3.0,4.0,55.0,1.0,0,4.5
TP Hồ Chí Minh,Quận 12,4.0,5.0,65.0,3.0,2,6.8
Đà Nẵng,Hải Châu,2.0,2.0,45.0,2.0,2,2.8
Hà Nội,Đống Đa,,,57.0,1.0,5,8.5
TP Hồ Chí Minh,Tân Bình,9.0,7.0,59.0,3.0,3,7.9
Bắc Ninh,Từ Sơn,,,75.0,4.0,2,4.5
Hà Nội,Hai Bà Trưng,3.0,,40.0,5.0,4,5.5
Đà Nẵng,Thanh Khê,4.0,3.0,85.0,4.0,5,5.9
TP Hồ Chí Minh,Gò Vấp,5.0,5.0,60.0,4.0,4,8.8
TP Hồ Chí Minh,Tân Phú,5.0,4.0,72.0,4.0,2,9.3
TP Hồ Chí Minh,Bình Tân,4.0,,130.0,3.0,0,4.9
TP Hồ Chí Minh,Tân Bình,4.0,4.0,50.0,4.0,3,6.1
TP Hồ Chí Minh,Bình Tân,,,72.0,2.0,0,3.8
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,53.0,2.0,1,5.7
Đà Nẵng,Cẩm Lệ,3.0,3.0,150.0,3.0,5,4.0
Khánh Hòa,Nha Trang,1.0,1.0,41.0,1.0,0,1.4
TP Hồ Chí Minh,Phú Nhuận,2.0,2.0,25.0,1.0,0,3.6
TP Hồ Chí Minh,Quận 10,3.0,2.0,25.0,4.0,1,3.7
TP Hồ Chí Minh,Thủ Đức,,,450.0,1.0,3,10.5
TP Hồ Chí Minh,Tân Phú,2.0,2.0,36.0,2.0,1,2.5
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,120.0,1.0,1,10.4
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,40.0,4.0,1,5.0
TP Hồ Chí Minh,Tân Phú,3.0,3.0,53.0,4.0,2,5.1
TP Hồ Chí Minh,Tân Bình,3.0,3.0,29.0,2.0,0,4.4
TP Hồ Chí Minh,Bình Tân,4.0,,150.0,3.0,0,5.25
TP Hồ Chí Minh,Bình Tân,4.0,0.0,150.0,3.0,0,4.29
Đà Nẵng,Hải Châu,2.0,,160.0,2.0,3,16.5
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,61.0,4.0,2,8.0
Hà Nội,Hà Đông,,,30.0,2.0,2,3.4
TP Hồ Chí Minh,Quận 3,1.0,2.0,60.0,4.0,2,5.1
TP Hồ Chí Minh,Bình Tân,,,90.0,1.0,1,6.4
Đà Nẵng,Liên Chiểu,3.0,3.0,90.0,2.0,4,4.9
TP Hồ Chí Minh,Gò Vấp,7.0,8.0,48.0,5.0,2,5.4
TP Hồ Chí Minh,Bình Thạnh,4.0,2.0,54.0,3.0,3,6.5
Thừa Thiên Huế,Huế,22.0,22.0,163.0,2.0,1,5.0
TP Hồ Chí Minh,Bình Tân,,,54.0,2.0,4,4.7
TP Hồ Chí Minh,Thủ Đức,4.0,,104.7,4.0,2,12.9
Hà Nội,Đống Đa,6.0,5.0,57.0,6.0,2,7.4
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,40.0,5.0,3,5.4
TP Hồ Chí Minh,Quận 7,6.0,,48.0,4.0,5,5.9
TP Hồ Chí Minh,Gò Vấp,3.0,4.0,67.0,4.0,1,10.0
TP Hồ Chí Minh,Quận 5,3.0,3.0,40.0,4.0,3,6.5
TP Hồ Chí Minh,Quận 5,3.0,3.0,28.0,5.0,3,6.1
TP Hồ Chí Minh,Gò Vấp,1.0,1.0,382.0,1.0,3,82.0
TP Hồ Chí Minh,Quận 9,4.0,4.0,70.0,3.0,1,5.3
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,20.0,3.0,1,3.4
Đà Nẵng,Thanh Khê,4.0,4.0,85.0,4.0,5,8.4
Hà Nội,Thanh Trì,,,30.0,2.0,3,2.8
TP Hồ Chí Minh,Thủ Đức,4.0,,68.0,3.0,2,5.2
TP Hồ Chí Minh,Gò Vấp,3.0,4.0,72.0,3.0,1,8.7
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,64.0,3.0,2,6.3
Lâm Đồng,Đà Lạt,8.0,0.0,98.0,3.0,4,15.0
Hà Nội,Thanh Trì,3.0,,112.0,1.0,2,6.5
TP Hồ Chí Minh,Thủ Đức,,,62.5,2.0,2,5.7
Hà Nội,Thanh Trì,,,70.0,1.0,3,6.9
TP Hồ Chí Minh,Quận 10,2.0,1.0,33.0,2.0,2,3.1
TP Hồ Chí Minh,Bình Tân,2.0,,100.0,2.0,0,4.2
TP Hồ Chí Minh,Bình Tân,2.0,0.0,100.0,5.0,1,5.9
Hà Nội,Hà Đông,4.0,,62.0,4.0,2,7.5
TP Hồ Chí Minh,Quận 7,,,119.0,1.0,5,7.0
Đà Nẵng,Ngũ Hành Sơn,6.0,,105.0,28.0,0,4.5
Hà Nội,Thanh Trì,4.0,3.0,45.0,1.0,1,3.3
TP Hồ Chí Minh,Quận 10,2.0,1.0,39.0,3.0,4,3.8
Đà Nẵng,Hải Châu,,,120.0,1.0,0,15.0
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,100.0,2.0,2,5.5
TP Hồ Chí Minh,Tân Phú,6.0,,87.0,5.0,1,6.6
TP Hồ Chí Minh,Bình Tân,3.0,3.0,32.0,3.0,1,3.7
TP Hồ Chí Minh,Phú Nhuận,4.0,5.0,60.0,4.0,1,14.1
Đà Nẵng,Thanh Khê,,,96.0,1.0,0,3.3
Hậu Giang,Châu Thành A,2.0,2.0,90.0,1.0,4,1.5
TP Hồ Chí Minh,Quận 7,5.0,,60.0,4.0,4,7.7
TP Hồ Chí Minh,Bình Thạnh,4.0,3.0,52.0,4.0,3,7.9
TP Hồ Chí Minh,Quận 11,3.0,,36.0,3.0,1,5.4
TP Hồ Chí Minh,Quận 3,4.0,,88.0,3.0,4,17.0
TP Hồ Chí Minh,Tân Bình,3.0,2.0,63.0,2.0,2,5.8
Bắc Ninh,Từ Sơn,,,75.0,4.0,1,4.2
TP Hồ Chí Minh,Củ Chi,2.0,2.0,44.0,1.0,2,3.8
Hà Nội,Tây Hồ,17.0,17.0,85.0,7.0,1,12.3
TP Hồ Chí Minh,Quận 8,4.0,,200.0,3.0,1,20.0
TP Hồ Chí Minh,Bình Thạnh,8.0,0.0,39.0,4.0,1,7.3
Đồng Nai,Biên Hòa,3.0,3.0,270.0,2.0,3,10.3
TP Hồ Chí Minh,Bình Tân,3.0,0.0,78.0,2.0,2,4.7
TP Hồ Chí Minh,Gò Vấp,3.0,4.0,38.0,4.0,3,6.7
TP Hồ Chí Minh,Bình Tân,2.0,,100.0,2.0,4,5.5
TP Hồ Chí Minh,Bình Tân,3.0,2.0,54.0,2.0,1,4.4
TP Hồ Chí Minh,Bình Tân,3.0,2.0,60.0,3.0,0,4.1
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,21.0,3.0,1,2.9
TP Hồ Chí Minh,Bình Tân,2.0,2.0,52.0,2.0,0,4.0
Đà Nẵng,Hải Châu,3.0,,84.0,3.0,4,4.3
Hà Nội,Thanh Trì,4.0,3.0,45.0,4.0,2,4.2
TP Hồ Chí Minh,Quận 7,4.0,0.0,64.0,4.0,5,6.7
Hà Nội,Hoàng Mai,4.0,,47.0,6.0,4,7.0
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,85.0,1.0,2,6.9
TP Hồ Chí Minh,Bình Thạnh,2.0,,53.0,2.0,2,7.3
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,45.0,2.0,2,2.7
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,55.0,2.0,2,4.6
TP Hồ Chí Minh,Tân Bình,3.0,3.0,32.0,3.0,5,2.5
Đà Nẵng,Cẩm Lệ,3.0,3.0,100.0,2.0,3,4.8
Hậu Giang,Châu Thành A,2.0,2.0,90.0,2.0,0,2.0
TP Hồ Chí Minh,Bình Thạnh,3.0,,25.0,3.0,3,4.8
TP Hồ Chí Minh,Phú Nhuận,1.0,,32.0,2.0,5,3.8
TP Hồ Chí Minh,Bình Thạnh,5.0,0.0,36.0,5.0,3,5.8
TP Hồ Chí Minh,Tân Bình,1.0,2.0,52.0,2.0,1,6.2
Đà Nẵng,Ngũ Hành Sơn,4.0,4.0,151.2,5.0,5,3.85
TP Hồ Chí Minh,Bình Thạnh,4.0,0.0,33.0,2.0,2,6.4
TP Hồ Chí Minh,Quận 12,,,75.0,1.0,2,390.0
TP Hồ Chí Minh,Bình Tân,,,70.0,2.0,3,4.1
TP Hồ Chí Minh,Bình Tân,3.0,0.0,40.0,3.0,3,3.8
Hà Nội,Hai Bà Trưng,,3.0,40.0,1.0,2,2.8
Đà Nẵng,Thanh Khê,12.0,,100.0,6.0,3,11.4
Hà Nội,Thanh Xuân,,,38.0,5.0,2,4.9
Hà Nội,Thanh Trì,3.0,2.0,52.0,3.0,2,3.7
TP Hồ Chí Minh,Quận 8,,,156.0,1.0,3,13.0
Đà Nẵng,Hải Châu,6.0,,90.0,3.0,1,5.5
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,68.0,2.0,1,8.4
Đà Nẵng,Thanh Khê,4.0,4.0,60.0,4.0,3,7.0
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,76.0,2.0,1,7.0
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,30.0,3.0,3,4.7
TP Hồ Chí Minh,Tân Bình,4.0,4.0,54.0,4.0,1,8.0
Hà Nội,Thanh Trì,2.0,,78.0,3.0,2,5.4
TP Hồ Chí Minh,Tân Phú,,,150.0,1.0,1,16.5
TP Hồ Chí Minh,Bình Thạnh,3.0,,54.0,3.0,1,6.3
TP Hồ Chí Minh,Tân Bình,3.0,2.0,45.0,3.0,5,4.4
TP Hồ Chí Minh,Tân Phú,3.0,4.0,63.0,3.0,3,7.1
Bình Dương,Tân Uyên,2.0,2.0,70.0,2.0,4,2.6
Bình Dương,Tân Uyên,2.0,2.0,62.0,2.0,4,2.6
TP Hồ Chí Minh,Tân Bình,6.0,1.0,47.0,3.0,4,5.0
TP Hồ Chí Minh,Gò Vấp,4.0,5.0,50.0,5.0,1,7.3
Hậu Giang,Châu Thành A,2.0,2.0,90.0,2.0,3,0.7
TP Hồ Chí Minh,Tân Bình,1.0,,52.0,2.0,1,5.2
TP Hồ Chí Minh,Thủ Đức,5.0,3.0,113.0,4.0,2,9.7
TP Hồ Chí Minh,Quận 9,4.0,4.0,60.0,4.0,1,7.1
TP Hồ Chí Minh,Bình Thạnh,13.0,13.0,199.0,5.0,1,11.5
Hà Nội,Đống Đa,2.0,3.0,22.0,3.0,1,2.2
TP Hồ Chí Minh,Tân Bình,5.0,6.0,41.0,4.0,2,6.6
TP Hồ Chí Minh,Quận 4,2.0,1.0,36.0,2.0,0,2.8
Đà Nẵng,Hải Châu,,,90.0,4.0,4,18.9
Hà Nội,Thanh Trì,3.0,2.0,35.0,3.0,3,2.4
Hà Nội,Đống Đa,6.0,,38.0,5.0,3,6.2
Đà Nẵng,Thanh Khê,,,134.0,5.0,1,4.4
TP Hồ Chí Minh,Quận 10,1.0,1.0,150.0,2.0,1,49.0
TP Hồ Chí Minh,Quận 9,3.0,3.0,77.0,2.0,1,5.4
TP Hồ Chí Minh,Quận 9,2.0,2.0,51.0,3.0,3,3.8
TP Hồ Chí Minh,Tân Bình,3.0,3.0,74.0,2.0,4,6.7
Hà Nội,Hà Đông,3.0,,32.0,1.0,2,3.1
Đà Nẵng,Liên Chiểu,3.0,0.0,60.0,2.0,3,2.3
Đà Nẵng,Thanh Khê,,,60.0,2.0,0,2.1
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,50.0,4.0,1,6.3
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,56.0,4.0,4,6.7
TP Hồ Chí Minh,Tân Bình,3.0,3.0,60.0,2.0,2,6.2
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,43.0,2.0,2,3.8
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,84.0,2.0,4,6.5
Đắk Lắk,Buôn Ma Thuột,6.0,0.0,165.0,1.0,2,2.45
TP Hồ Chí Minh,Gò Vấp,4.0,5.0,61.0,4.0,2,8.2
Đà Nẵng,Thanh Khê,,,50.0,1.0,1,1.7
TP Hồ Chí Minh,Quận 1,4.0,0.0,48.0,4.0,0,7.1
TP Hồ Chí Minh,Bình Thạnh,2.0,,68.0,2.0,1,8.1
TP Hồ Chí Minh,Tân Bình,4.0,4.0,48.0,4.0,2,11.7
TP Hồ Chí Minh,Bình Thạnh,,,52.0,6.0,1,10.9
TP Hồ Chí Minh,Quận 11,5.0,5.0,75.0,5.0,4,12.6
TP Hồ Chí Minh,Tân Bình,4.0,4.0,75.0,3.0,2,8.0
TP Hồ Chí Minh,Tân Bình,12.0,12.0,82.0,6.0,1,15.3
TP Hồ Chí Minh,Tân Bình,3.0,3.0,92.0,2.0,4,16.5
TP Hồ Chí Minh,Bình Thạnh,,,80.0,1.0,2,10.1
Hà Nội,Hai Bà Trưng,3.0,,29.0,3.0,4,8.8
Hà Nội,Hai Bà Trưng,,7.0,40.0,5.0,4,4.2
Đà Nẵng,Hải Châu,2.0,,52.0,2.0,3,2.5
Đà Nẵng,Thanh Khê,,,65.0,1.0,1,1.4
TP Hồ Chí Minh,Quận 12,6.0,6.0,166.0,2.0,3,8.5
Đà Nẵng,Sơn Trà,3.0,,85.0,1.0,0,4.5
TP Hồ Chí Minh,Quận 12,5.0,6.0,222.0,4.0,3,6.0
TP Hồ Chí Minh,Quận 9,3.0,4.0,56.0,3.0,0,5.2
TP Hồ Chí Minh,Quận 9,3.0,3.0,46.0,3.0,2,5.3
Đà Nẵng,Thanh Khê,3.0,,80.0,3.0,1,5.8
TP Hồ Chí Minh,Bình Thạnh,10.0,,66.0,3.0,2,7.2
Hà Nội,Thanh Trì,,,35.0,1.0,4,3.1
TP Hồ Chí Minh,Bình Tân,,,96.0,4.0,1,4.8
Hà Nội,Hai Bà Trưng,,3.0,50.0,1.0,3,4.6
Đà Nẵng,Thanh Khê,3.0,,80.0,3.0,6,7.3
TP Hồ Chí Minh,Gò Vấp,2.0,3.0,70.0,2.0,0,6.0
Đà Nẵng,Thanh Khê,,,90.0,2.0,1,5.5
